Date,Open,Close
2024-10-23,194.58499103807642,198.72047424316406
2024-10-24,196.84072834540402,195.82168579101562
2024-10-25,198.11698692322395,201.27301025390625
2024-10-28,197.13752473100615,192.60630798339844
2024-10-29,192.31939841882487,194.8422393798828
2024-10-30,192.3095062454644,192.40843200683594
2024-10-31,190.80568620631652,188.51039123535156
2024-11-01,192.13141484769594,190.8947296142578
2024-11-04,191.63673571006692,189.51953125
2024-11-05,191.518032785428,193.6748046875
2024-11-06,189.99442647886974,191.161865234375
2024-11-07,194.21894251128504,199.04696655273438
2024-11-08,201.71818785099492,199.0568389892578
2024-11-11,195.85137196700828,191.98301696777344
2024-11-12,191.7653496521777,189.727294921875
2024-11-13,190.39016902934108,184.67173767089844
2024-11-14,186.39320086193484,186.4921417236328
2024-11-15,186.17553982048958,184.02865600585938
2024-11-18,182.38635201828586,185.48300170898438
2024-11-19,187.11541685471445,187.649658203125
2024-11-20,186.83840847585785,186.35362243652344
2024-11-21,187.39244811710344,189.2029571533203
2024-11-22,190.8947222065503,188.0552978515625
2024-11-25,186.08651443223877,183.10858154296875
2024-11-26,183.42515572508302,181.88177490234375
2024-11-27,180.06137942348238,179.260009765625
2024-11-29,179.5765831088783,182.6930389404297
2024-12-02,187.32318517506334,192.32928466796875
2024-12-03,191.43886790817106,196.77145385742188
2024-12-04,197.72124300858067,198.5522918701172
2024-12-05,199.10631027100223,202.1238250732422
2024-12-06,199.8483283013102,200.8574676513672
2024-12-09,198.78972455244147,197.04847717285156
2024-12-10,196.97921333511866,189.89547729492188
2024-12-11,192.59642243091625,192.5271759033203
2024-12-12,193.16831644836037,190.02212524414062
2024-12-13,197.0191592548667,199.4805450439453
2024-12-16,201.6739450677363,200.70130920410156
2024-12-17,199.49047333270775,199.1530303955078
2024-12-18,201.47545118607513,194.09132385253906
2024-12-19,196.90999457183355,193.17823791503906
2024-12-20,191.1535488534299,195.7289276123047
2024-12-23,199.4904675616439,205.80270385742188
2024-12-24,204.37351679375277,204.7804412841797
2024-12-26,203.95666608304643,201.5349884033203
2024-12-27,202.96417900406416,200.11573791503906
2024-12-30,198.3391678372831,198.88504028320312
2024-12-31,199.28204049439373,196.0068359375
2025-01-02,195.5205107629417,200.0661163330078
2025-01-03,202.5671956821985,207.04331970214844
2025-01-06,217.12701875463802,218.35769653320312
2025-01-07,219.5784725130398,209.83221435546875
2025-01-08,208.39310111431894,205.5644989013672
2025-01-10,206.04090843013117,206.80511474609375
2025-01-13,199.01407519601653,199.84776306152344
2025-01-14,203.64900570335098,199.9370880126953
2025-01-15,200.96928860832472,205.24691772460938
2025-01-16,217.24610971643858,213.17689514160156
2025-01-17,213.55405733514198,209.91162109375
2025-01-21,212.84937839273886,217.05752563476562
2025-01-22,220.28313030064336,221.52374267578125
2025-01-23,218.44703153799455,222.93307495117188
2025-01-24,224.5210558945009,220.21365356445312
2025-01-27,195.56021109029174,190.86573791503906
2025-01-28,194.1806372179082,200.87994384765625
2025-01-29,202.95426768573236,200.81048583984375
2025-01-30,205.01864079861238,206.58676147460938
2025-01-31,208.353390119152,207.74798583984375
2025-02-03,198.13076278791016,198.2994842529297
2025-02-04,202.53743216445284,202.517578125
2025-02-05,204.4529252071353,207.00363159179688
2025-02-06,208.48243042955843,208.91912841796875
2025-02-07,211.41026079294164,204.57200622558594
2025-02-10,206.43790267115764,206.38827514648438
2025-02-11,203.5894588630873,207.17234802246094
2025-02-12,203.3611669644766,204.83006286621094
2025-02-13,200.3638670260812,200.31423950195312
2025-02-14,198.47812430314093,202.36868286132812
2025-02-18,203.22222591524948,201.2174072265625
2025-02-19,200.49287854203405,199.4408416748047
2025-02-20,198.77586991125665,198.59722900390625
2025-02-21,199.81798013864704,196.75119018554688
2025-02-24,195.40142671532774,190.210693359375
2025-02-25,189.2181854901281,187.9477996826172
2025-02-26,189.65488299075338,193.1583709716797
2025-02-27,193.22784827365592,179.72998046875
2025-02-28,177.9633554876219,179.1741943359375
2025-03-03,179.78953463222058,171.6709747314453
2025-03-04,173.7452756785322,178.64817810058594
2025-03-05,181.62564082691574,182.89602661132812
2025-03-06,177.23883564670982,174.5293426513672
2025-03-07,174.46978407144613,175.76995849609375
2025-03-10,171.1747318056009,169.36839294433594
2025-03-11,169.36840059168063,169.68600463867188
2025-03-12,174.2812305124258,175.8394317626953
2025-03-13,172.5840757248166,170.3013458251953
2025-03-14,171.35337438341003,172.78256225585938
2025-03-17,172.64361723217266,174.9164276123047
2025-03-18,173.74471364981318,172.499267578125
2025-03-19,172.36972742564566,173.126953125
2025-03-20,174.21300566324723,176.82345581054688
2025-03-21,174.2727743644975,176.0861358642578
2025-03-24,179.334279538551,180.50001525878906
2025-03-25,181.80523912010145,180.24095153808594
2025-03-26,178.5770406283932,172.867919921875
2025-03-27,170.76559306567844,167.6270751953125
2025-03-28,167.42779331546805,164.64796447753906
2025-03-31,159.77578126248366,165.39523315429688
2025-04-01,165.783816581915,168.02561950683594
2025-04-02,166.24214480936513,169.7692413330078
2025-04-03,159.47686959533064,156.806640625
2025-04-04,150.34027819218616,146.2651824951172
2025-04-07,134.01995695037033,145.63748168945312
2025-04-08,151.4263121609876,140.85496520996094
2025-04-09,139.68922395631523,158.17164611816406
2025-04-10,154.93349675136122,150.5794219970703
2025-04-11,155.43166898103289,156.5077362060547
2025-04-14,157.72329184632423,155.27224731445312
2025-04-15,155.91988459673664,156.75682067871094
2025-04-16,150.0513529382982,151.11744689941406
2025-04-17,155.4814904416812,151.18719482421875
2025-04-21,149.44356446546047,147.32131958007812
2025-04-22,147.46081202158805,150.84841918945312
2025-04-23,158.7893912056131,157.23507690429688
2025-04-24,157.20518552501008,163.5818634033203
2025-04-25,163.33276901916125,164.49851989746094
2025-04-28,164.39887979566296,162.80470275878906
2025-04-29,163.781141260771,163.88076782226562
2025-04-30,162.94418484468827,166.0827178955078
2025-05-01,172.17046965108435,172.09075927734375
