Date,Open,Close
2024-10-23,141.9892821435429,139.51998901367188
2024-10-24,140.77963709898057,140.3697509765625
2024-10-25,140.88959441527413,141.49942016601562
2024-10-28,142.95902137870084,140.479736328125
2024-10-29,140.2497716969522,141.20950317382812
2024-10-30,139.49998843906093,139.300048828125
2024-10-31,137.56056330274592,132.72193908691406
2024-11-01,134.6613944536623,135.36119079589844
2024-11-04,137.17067271068436,136.01100158691406
2024-11-05,137.41058693125512,139.86988830566406
2024-11-06,142.91903343153805,145.56826782226562
2024-11-07,146.3480493601011,148.83734130859375
2024-11-08,148.7273495355645,147.58767700195312
2024-11-11,148.63735542204353,145.2183380126953
2024-11-12,146.73790556674717,148.24746704101562
2024-11-13,149.02728904721945,146.22808837890625
2024-11-14,147.59766330614426,146.71791076660156
2024-11-15,144.8284560077565,141.9392852783203
2024-11-18,139.45999475223928,140.10980224609375
2024-11-19,141.2794937524248,146.9678497314453
2024-11-20,147.36774356025674,145.84817504882812
2024-11-21,149.30720000657334,146.62796020507812
2024-11-22,145.88815647311117,141.9093017578125
2024-11-25,141.9492922301626,135.9810028076172
2024-11-26,137.66052777043362,136.88075256347656
2024-11-27,134.97128602051475,135.3011932373047
2024-11-29,136.74079305563075,138.2103729248047
2024-12-02,138.79019534076207,138.5902557373047
2024-12-03,138.22037595856943,140.2198028564453
2024-12-04,141.95930442882306,145.09840393066406
2024-12-05,145.0784040292141,145.02841186523438
2024-12-06,144.56851457164973,142.4089813232422
2024-12-09,138.93972344033872,138.77975463867188
2024-12-10,138.97971741196267,135.04058837890625
2024-12-11,137.33007570041752,139.27964782714844
2024-12-12,137.05015122102654,137.31008911132812
2024-12-13,138.90974525213795,134.22076416015625
2024-12-16,134.1507548377073,131.9712371826172
2024-12-17,129.06188284882555,130.36160278320312
2024-12-18,133.83084634553458,128.88192749023438
2024-12-19,131.7312862928068,130.65151977539062
2024-12-20,129.7817201303188,134.670654296875
2024-12-23,136.25031123897003,139.6395721435547
2024-12-24,139.9695150682445,140.18946838378906
2024-12-26,139.6695752314167,139.89952087402344
2024-12-27,138.51983681592935,136.98016357421875
2024-12-30,134.80062832550155,137.46005249023438
2024-12-31,137.99994871496077,134.26075744628906
2025-01-02,135.97038221662075,138.27987670898438
2025-01-03,139.97950221326124,144.43853759765625
2025-01-06,148.55763229845726,149.39744567871094
2025-01-07,152.99665754898407,140.10946655273438
