Date,Open,Close
2024-10-23,22.299999237060547,21.979999542236328
2024-10-24,22.09000015258789,22.34000015258789
2024-10-25,22.420000076293945,22.68000030517578
2024-10-28,22.670000076293945,22.920000076293945
2024-10-29,22.8700008392334,22.899999618530273
2024-10-30,22.420000076293945,22.299999237060547
2024-10-31,22.149999618530273,21.520000457763672
2024-11-01,23.0,23.200000762939453
2024-11-04,22.959999084472656,22.520000457763672
2024-11-05,22.579999923706055,23.31999969482422
2024-11-06,24.299999237060547,25.049999237060547
2024-11-07,25.43000030517578,26.229999542236328
2024-11-08,26.0,26.200000762939453
2024-11-11,25.959999084472656,25.049999237060547
2024-11-12,24.65999984741211,24.15999984741211
2024-11-13,24.059999465942383,24.920000076293945
2024-11-14,25.1200008392334,25.030000686645508
2024-11-15,24.809999465942383,24.350000381469727
2024-11-18,24.329999923706055,24.84000015258789
2024-11-19,24.5,24.200000762939453
2024-11-20,24.06999969482422,24.010000228881836
2024-11-21,24.079999923706055,24.440000534057617
2024-11-22,24.350000381469727,24.5
2024-11-25,25.040000915527344,24.8700008392334
2024-11-26,24.950000762939453,24.049999237060547
2024-11-27,23.829999923706055,23.649999618530273
2024-11-29,23.719999313354492,24.049999237060547
2024-12-02,24.84000015258789,23.93000030517578
2024-12-03,23.68000030517578,22.469999313354492
2024-12-04,22.530000686645508,21.959999084472656
2024-12-05,22.040000915527344,20.799999237060547
2024-12-06,20.950000762939453,20.920000076293945
2024-12-09,20.920000076293945,20.809999465942383
2024-12-10,20.829999923706055,20.15999984741211
2024-12-11,20.139999389648438,20.1200008392334
2024-12-12,20.020000457763672,20.780000686645508
2024-12-13,20.600000381469727,20.34000015258789
2024-12-16,20.170000076293945,20.829999923706055
2024-12-17,20.639999389648438,20.440000534057617
2024-12-18,20.479999542236328,19.299999237060547
2024-12-19,19.530000686645508,19.059999465942383
2024-12-20,18.969999313354492,19.520000457763672
2024-12-23,19.579999923706055,20.200000762939453
2024-12-24,20.219999313354492,20.399999618530273
2024-12-26,20.229999542236328,20.440000534057617
2024-12-27,20.209999084472656,20.299999237060547
2024-12-30,20.010000228881836,19.81999969482422
2024-12-31,19.989999771118164,20.049999237060547
2025-01-02,20.229999542236328,20.219999313354492
2025-01-03,20.389999389648438,20.559999465942383
2025-01-06,20.829999923706055,19.8700008392334
2025-01-07,20.020000457763672,20.010000228881836
2025-01-08,19.829999923706055,19.8799991607666
2025-01-10,19.65999984741211,19.149999618530273
2025-01-13,18.920000076293945,19.200000762939453
2025-01-14,19.360000610351562,19.200000762939453
2025-01-15,19.399999618530273,19.719999313354492
2025-01-16,19.75,19.670000076293945
2025-01-17,21.260000228881836,21.489999771118164
2025-01-21,22.030000686645508,21.770000457763672
2025-01-22,21.729999542236328,21.860000610351562
2025-01-23,21.690000534057617,21.56999969482422
2025-01-24,21.360000610351562,20.829999923706055
2025-01-27,20.809999465942383,20.290000915527344
2025-01-28,20.34000015258789,19.799999237060547
2025-01-29,19.8700008392334,19.75
2025-01-30,19.719999313354492,20.010000228881836
2025-01-31,20.100000381469727,19.43000030517578
2025-02-03,18.969999313354492,19.3799991607666
2025-02-04,19.100000381469727,19.290000915527344
2025-02-05,19.190000534057617,19.649999618530273
2025-02-06,19.510000228881836,19.3799991607666
2025-02-07,19.350000381469727,19.100000381469727
2025-02-10,19.25,19.770000457763672
2025-02-11,19.8700008392334,20.969999313354492
2025-02-12,21.979999542236328,22.479999542236328
2025-02-13,22.84000015258789,24.1299991607666
2025-02-14,24.360000610351562,23.600000381469727
2025-02-18,24.600000381469727,27.389999389648438
2025-02-19,25.979999542236328,25.719999313354492
2025-02-20,25.559999465942383,26.09000015258789
2025-02-21,25.959999084472656,24.8700008392334
2025-02-24,24.549999237060547,24.270000457763672
2025-02-25,24.209999084472656,22.989999771118164
2025-02-26,23.25,23.520000457763672
2025-02-27,23.700000762939453,23.09000015258789
2025-02-28,23.020000457763672,23.729999542236328
2025-03-03,25.0,22.739999771118164
2025-03-04,22.540000915527344,21.329999923706055
2025-03-05,21.329999923706055,20.809999465942383
2025-03-06,20.260000228881836,20.75
2025-03-07,20.270000457763672,20.639999389648438
2025-03-10,20.239999771118164,19.93000030517578
2025-03-11,19.969999313354492,19.780000686645508
2025-03-12,20.790000915527344,20.68000030517578
2025-03-13,23.5,23.700000762939453
2025-03-14,23.68000030517578,24.049999237060547
2025-03-17,24.420000076293945,25.690000534057617
2025-03-18,25.549999237060547,25.920000076293945
2025-03-19,24.899999618530273,24.1200008392334
2025-03-20,23.770000457763672,23.959999084472656
2025-03-21,23.600000381469727,24.260000228881836
2025-03-24,24.719999313354492,24.219999313354492
2025-03-25,24.18000030517578,24.200000762939453
2025-03-26,24.25,23.420000076293945
2025-03-27,23.290000915527344,23.6200008392334
2025-03-28,23.350000381469727,22.709999084472656
2025-03-31,22.3799991607666,22.709999084472656
2025-04-01,22.559999465942383,22.049999237060547
2025-04-02,21.889999389648438,21.979999542236328
2025-04-03,21.399999618530273,22.43000030517578
2025-04-04,21.700000762939453,19.850000381469727
2025-04-07,19.139999389648438,19.56999969482422
2025-04-08,20.059999465942383,18.1299991607666
2025-04-09,18.06999969482422,21.530000686645508
2025-04-10,20.68000030517578,19.8799991607666
2025-04-11,19.25,19.739999771118164
2025-04-14,20.59000015258789,20.309999465942383
2025-04-15,20.200000762939453,19.850000381469727
2025-04-16,19.34000015258789,19.229999542236328
2025-04-17,18.90999984741211,18.93000030517578
2025-04-21,18.93000030517578,18.84000015258789
2025-04-22,19.059999465942383,19.510000228881836
2025-04-23,20.719999313354492,20.59000015258789
2025-04-24,21.040000915527344,21.489999771118164
2025-04-25,19.729999542236328,20.049999237060547
2025-04-28,20.1200008392334,20.510000228881836
2025-04-29,20.309999465942383,20.34000015258789
2025-04-30,19.709999084472656,20.100000381469727
2025-05-01,20.219999313354492,19.979999542236328
2025-05-02,20.260000228881836,20.6200008392334
2025-05-05,20.389999389648438,20.270000457763672
2025-05-06,19.920000076293945,19.940000534057617
2025-05-07,19.969999313354492,20.309999465942383
2025-05-08,21.010000228881836,21.0
2025-05-09,21.200000762939453,21.420000076293945
2025-05-12,22.18000030517578,22.18000030517578
2025-05-13,22.360000610351562,22.559999465942383
2025-05-14,22.350000381469727,21.520000457763672
2025-05-15,21.229999542236328,21.549999237060547
2025-05-16,21.530000686645508,21.65999984741211
2025-05-19,21.18000030517578,21.3799991607666
2025-05-20,21.329999923706055,21.270000457763672
2025-05-21,21.190000534057617,20.690000534057617
2025-05-22,20.729999542236328,20.549999237060547
2025-05-23,20.15999984741211,20.049999237060547
2025-05-27,20.440000534057617,20.549999237060547
2025-05-28,20.56999969482422,20.3700008392334
